,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
1763,Chirag Khatri,Must buy. ..go for it,5,11,3,2022,1,0,Awesome product
1764,Dilip Deora,Super,5,27,2,2022,1,0,Very nice experience from that product
1765,Naveen Gupta,Heating problem,3,14,3,2022,1,0,Phone is heating  when using internet.
1766,sanswet,❤️,5,8,3,2022,1,0,Mobile is very good ❤️
1767,Nirmit singhal,Nice phone fully satisfied,4,10,3,2022,1,0,All set phone just go and buy
1768,Vivek kapil,Please have a look on it's battery function.,2,2,3,2022,1,0,It's battery is draining very rapidly
1769,prakash.gante,Wrong choice mobile,1,13,3,2022,1,0,West of money
1770,M. Arul,Awesome phone,5,8,3,2022,1,0,Vera level phone pakka sound quality
1771,Ashish,Overall phone is lagging again again i didn't like this OnePlus version please upgrade it,3,15,3,2022,1,0,Everything is good but not excellent
1772,Navya,Good to buy,4,25,4,2022,1,0,Overall nice product at this price🎉
1773,balwinder singh,Good,5,11,3,2022,1,0,Good
1774,Ghanshyambhai s Gohil,Best,5,11,3,2022,1,0,Best
1775,Sanjiv,Good 👍,5,11,3,2022,1,0,Nice
1776,Govardan,Nice,5,9,3,2022,1,0,Nice
1777,THANARAJM,Like everyone love everyone,5,14,3,2022,1,0,Like everyone love everyone
1778,Kamran,look is so good,5,13,3,2022,1,0,phone is good and nice look
1779,martin S.R.V,Nice mobile nice 👍 I am happy,4,26,2,2022,1,0,Amazon very well I am happy
1780,7066901305,Nice,5,16,3,2022,1,0,Outstanding performance💯💯
1781,Asad Malik,Loev this product overall perfect for students,5,28,2,2022,1,0,Battery is ossm and display is good
1782,chandra shekhar patel,"Hang hota h,,,,not working properly",1,4,3,2022,1,0,"Not working properly ,,,hang hota h"
1783,sujit,Great phone of OnePlus under 25k .it's camera quality is too good.,5,13,3,2022,1,0,Display and camera quality is Nice.
1784,Rahul Kumar tiwari,Super,4,26,2,2022,1,0,Camera 📸 super display 90 Hz
1785,Prem tamaskar,Good,5,28,2,2022,1,0,OnePlus always 🔥💥
1786,rahul kumar pandey,Just Awesome,5,19,3,2022,1,0,This is just outstanding.go for it
1787,aftab,Superb phone,4,1,3,2022,1,0,This phone is light weight
1788,Praveen Kumar,Sensor,4,11,3,2022,1,0,Calling sensor not proper working
1789,K.Kesava,My branded,5,13,3,2022,1,0,I like this phone
1790,Ranjeet yadav,Not good,4,1,3,2022,1,0,Kuchh asha hi hai
1791,Sandip Kalambe,Excellent product,5,4,3,2022,1,0,Excellent product
1792,vijendra thakur,Excellent,5,16,3,2022,1,3,
1793,vinayak,Awesome best buy,5,7,3,2022,1,0,Best Buy one plus
1794,Abhijit Gevraikar,A very good mobile phone.,5,9,3,2022,1,0,Good mobile good battery back up
1795,Abhinay Gangwar,Overall good package,5,14,3,2022,1,0,Awesome camera 👌Go for it
1796,RAm SHARMA,Amazing phone,5,15,3,2022,1,0,Frant fingerprint reader is ❤❤❤❤
1797,Saurabh Singh,Nice mobile ..,4,27,2,2022,1,0,Nice Phone i m loving it
1798,Manjunath P,Performance not good,3,14,3,2022,1,0,Performance not too good
1799,sashikanta sahoo,Brand ke hisaab se. quality poor,3,13,3,2022,1,0,Name ke hisaab se. Quality poor
1800,Shyam Sunder Rawat,NICE PHONE MUST BUY!!!!,5,7,3,2022,1,0,Don't  but it for more than 21k
1801,Suvas lohar,"Wow ,",5,15,3,2022,1,0,No 1 camera phone in this range
1802,Makarand R Chamankar,Excellent,5,12,3,2022,1,0,Everything is excellent
1803,SURESH,All is good,5,12,3,2022,1,0,Like this phone
1804,Rahul Rawat,Osm .....phone,5,11,3,2022,1,0,Goooddddddddddd
1805,ABHISHEK,Heating problem,1,6,3,2022,1,0,Heating problem
1806,Umang K.,Meh,3,11,3,2022,1,0,Okay 👌
1807,Dr Dilshad Khan,Good enough,4,3,3,2022,1,0,Battery issue but overall good
1808,MD SHAHABUDDIN,Osum,5,14,3,2022,1,0,Best mobile OnePlus Nord CE 2
1809,Vikash kumar meena,Movile design like a mirror,4,7,3,2022,1,0,Device is awesome performance
1810,Amazon Customer,This product is very good,5,19,3,2022,1,0,I like very much this product
1811,Samir Uikey,Amazing phone,5,15,3,2022,1,0,Not bad Love this phone
1812,Prasad,Overall experience is ok,3,12,3,2022,1,0,Camera is ok.
1813,neeraj jain,Very bad camera quality,1,5,3,2022,1,0,Must not buy phone for camera
1814,taranjeet s.,Such a great by one plus,5,2,3,2022,1,0,Great
1815,Indra Mohan kumar,"Amazing phone, camera quality is also exllent,",4,26,2,2022,1,0,"Amazing phone, exllent phone"
1816,BHARADWAJ,Good but some issues was facing,4,12,3,2022,1,0,Overall good but some issues
1817,Ram,Phone is good but voice call recorder msz not silent,4,12,3,2022,1,0,All is ok and 4 point rating
1818,VeerSingh Tomar,Some heating problem,4,6,3,2022,1,0,Overall good product
1819,Apratim Pradhan,nice Product,5,3,3,2022,1,0,Nice Product
1820,knsreddy,Nice,5,15,3,2022,1,0,Nice
1821,Ayush kumar,Nice.,5,4,3,2022,1,0,Nice
1822,Prakash,Good mobile,4,7,3,2022,1,0,Battery backup is very poor
1823,Sanjeev Sharma,Better life,3,18,3,2022,1,0,Good phone and good battery
1824,Vikram parbat,Good phone...,5,17,3,2022,1,0,Every thing good...
1825,Bhaskar V,Worst Phone exer,1,10,3,2022,1,0,Worst experience in. Camera
1826,Sai prakash,High class design soo smooth to handled,4,7,3,2022,1,0,There is no dislike element
1827,Mohit Kumar Mishra,Best mobile,5,27,2,2022,1,0,Best camera mobile and all
1828,RaaZ,Oneplus,3,13,3,2022,1,0,Nice phone
1829,chetan patil,Camera quality and good Battery backup,5,8,3,2022,1,0,I m Happy for this product
1830,Himanshu,Camera quality is not good,3,13,3,2022,1,0,Camera quality is not good
1831,Vaseem khan,Fingar,5,6,3,2022,1,0,Good camra
1832,Rahul Chauhan,Camera 📸 not good,5,19,3,2022,1,0,Ok
1833,Saurabh,Camera quality is too bad,2,18,3,2022,1,0,Camera quality is too bad
1834,UDAY,Touch screen inefficienct.,3,11,3,2022,1,0,Inconvenient back button.
1835,Baqaullah shaikh,Awesome phone 😍,5,26,2,2022,1,0,Awesome phone under 25k😍
1836,Dinesh,The Brand Name,5,12,3,2022,1,0,Better than MI and realme
1837,surinder,Super mobile,5,15,3,2022,1,3,
1838,vikram,One plus Nord 5g CE 2,5,15,3,2022,1,0,Battery life is not good
1839,Amazon Customer,Not as mush compare to samsang,1,5,3,2022,1,0,Poor battery performance
1840,MAHAJAN KRISH,Nice⚡⚡,5,14,3,2022,1,0,Charging is very fast ⚡⚡
1841,Zaid,Wifi calling not working,1,9,3,2022,1,0,Wifi calling not working
1842,PEYYILA RAJESH,Super,5,18,3,2022,1,0,Very Good Mobile
1843,Asif,Decent phone,5,28,2,2022,1,0,Decent phone. Ok
1844,Sachin Rawat,👍,5,1,3,2022,1,0,👍👍👍👍
1845,B Shoban Babu,Good one,4,16,3,2022,1,0,Good one
1846,Virender Arora,Hinging Problem,2,13,3,2022,1,0,Hinging Problem Continue
1847,Chanchal,It's awesome,5,28,2,2022,1,0,I love it souch
1848,Saksham,Best ever phone,5,4,3,2022,1,0,Best smartphone
1849,RAJ GUPTA,Excellent phone,5,9,3,2022,1,0,Excellent phone
1850,Narasimhulu,Good,3,6,3,2022,1,0,Nice 👍 product
1851,Akhil,Good,4,13,3,2022,1,0,Worth the money
1852,Moin khan,Value for money,4,19,3,2022,1,0,Value for money
1853,imran,Great,5,7,3,2022,1,0,Awesome
1854,7307171526,overall is okk front camera should be more pretty and poor backlight,4,28,2,2022,1,0,poor quality backlight
1855,7895396311,Good Quality,5,6,3,2022,1,0,Meets the expectations
1856,Ganesh v shelar,Value for money,5,8,3,2022,1,0,Nice mobile in budget
1857,Osama Akram,One plus one of the best mobile .,5,3,3,2022,1,0,Good product.
1858,Akash,Heating Issue,1,15,3,2022,1,0,Heating issue
1859,Ajaz Ahmad,Good,5,4,3,2022,1,0,Phone is good
1860,जग,बाडिया है,4,15,3,2022,1,0,ऑल इन one in OnePlus
1861,ghanshyam,Nice phone,5,17,3,2022,1,0,Good looking
1862,vachan kumar,Fantastic,5,11,3,2022,1,0,Nice product
1863,OM Kumar,Nice,4,1,3,2022,1,0,Nice product
1864,Dharmendar,Battery is good,4,17,3,2022,1,0,Good
1865,Mantu kumar,Beautiful product,5,27,2,2022,1,0,Good
1866,Sumanta Das,Very nice,5,7,3,2022,1,0,Good
1867,Amazon Customer,Nice,5,4,3,2022,1,0,Good
1868,Shailendra kashyap,Amazing 🤩,5,5,3,2022,1,0,Good
1869,Kalpeshkumar Parel,Hi,5,14,3,2022,1,0,Nice
1870,Rachin kumar,Good quality,3,25,4,2022,1,0,Good quality
1871,krishna,Super amezing,4,5,3,2022,1,0,NYC picture quality
1872,Pradeeep Kumar,Nice,2,15,3,2022,1,0,Bgmi  lag karta hai
1873,Shivprakashjaipal69@gmail. Com,Battery backup low,2,16,3,2022,1,0,Battery is not good
1874,Gagan Kour,Charger not working,4,28,2,2022,1,0,Charger not working
1875,V. Sreenivas,Hang phone wtost,1,18,3,2022,1,0,Wrost phone
1876,Kuldeep singh,Camera quality is very bad,3,5,3,2022,1,0,Bad camera quality
1877,sathish,Worth for money,5,27,2,2022,1,0,I love this device
1878,Yogesh,Good quality,4,18,3,2022,1,0,Good quality phone
1879,vijay kumar,Amazing phone,5,6,3,2022,1,0,Good phone
1880,SHAKTISINH  GOHIL,Display 😍🤩,5,28,2,2022,1,0,Display 😍
1881,Ganesh kumawat,Little price more features available,5,14,3,2022,1,0,Na
1882,Vishal Panade,Light weight,4,11,3,2022,1,0,Overall good phone
1883,Navdeep singh rajput,Not up to the mark,2,16,3,2022,1,0,Not up to the mark
1884,Mohd Rais,Very good,5,26,4,2022,1,0,Very nice
1885,Ravinder soni,Excellent,5,16,3,2022,1,0,Excellent
1886,Aditya Nair,Product as expected 👌,4,12,3,2022,1,0,
1887,Amazon Customer,Premium built quality.handy.fresh UI.light weight.camera quality decent.full charged in 35 min max.,5,1,3,2022,1,0,
1888,Namita Rai,This is a well built and amazing phone,5,1,3,2022,1,0,
1889,Sunny khanna,Average Phone,5,5,3,2022,1,0,
1890,Shahnawaz khan,Camera quality is good,5,4,3,2022,1,0,
1891,Shubham Achmare,Perfect midrange phone for all,5,2,3,2022,1,0,
1892,Mani,Best,5,1,3,2022,1,0,"Best, Go for it."
1893,Vikas Janardan Nikam,Value for money.,5,19,3,2022,1,0,Value for money.
1894,Dadapeer.s,Best mobile with lower price,5,28,2,2022,1,0,Love this mobile
1895,Sachin chaturvedi,Best product,5,16,3,2022,1,0,Like the product
1896,Sejad Shahmadar,Very good mobile,4,16,3,2022,1,0,Very good mobile
1897,Ramu polisetty,Nice ..,5,18,3,2022,1,0,Verey nice phone
1898,Mohd Tahir,God,5,7,3,2022,1,0,Battery life God
1899,Jaypal,Fast mobail nice,4,6,3,2022,1,0,Like this mobail
1900,baljeet singh,Nice,4,13,3,2022,1,1,Camera madul big
1901,sanu kumar,Lowest price range,5,14,3,2022,1,0,Very good phone
1902,Bablu,My best phone OnePlus Nord CE2 8/128,5,19,3,2022,1,0,Quality is best
1903,javed,Ok but average,3,3,3,2022,1,0,Better not inaf
1904,9797478539,Just go for it without thinking twice. Best quality phone in this range.,5,3,3,2022,1,0,Nothing
1905,Ravi Prakash Choudhary,Brilliant,5,18,3,2022,1,0,Awesome
1906,Madhav Wyapare,Camera quality is not good as per mention in divice battery backup is not good,1,16,3,2022,1,0,Dislike product
1907,sahil mallick,Poor phone,1,3,3,2022,1,0,phone very slow
1908,Ankesh,Super,5,9,4,2022,1,0,Excellent
1909,Iqbal,Supab phone 📱,5,15,3,2022,1,0,Nice 🤳
1910,Dattatray Satpute,Nice product ... one more product purchase,5,14,3,2022,1,0,"Nice ,"
1911,Pradeepkumar Naidu,"Good, Budgeted Phone",5,14,3,2022,1,0,For Daily uses
1912,Avdhesh Kumar,अच्छा है काफी हद तक,5,16,3,2022,1,0,बहुत अच्छा है
1913,Dhairya singh,Over all good,4,15,3,2022,1,0,Over all good
1914,Aakash More,OnePlus Nord CE2,5,4,3,2022,1,0,Super Quality
1915,Prince,Supar,5,26,2,2022,1,0,Suprr
1916,pawan yadav,Best gadget !,5,11,3,2022,1,0,Best gadget !
1917,DILIP,"Good,vry good",5,13,3,2022,1,0,Gooddddddfff
1918,GOLU Singh,Nice product,5,16,3,2022,1,0,Nice product
1919,HrishiK,Good looks,4,3,3,2022,1,0,Nice product
1920,Deepak yadav,Good quality,5,15,3,2022,1,0,Good quality
1921,Amitram ji godara,Best,5,14,3,2022,1,0,Good quality
1922,Amit Kumar raut,One plus rock,5,11,3,2022,1,0,Just awesone
1923,vijay kumar,Bater phone,4,10,3,2022,1,0,Good
1924,RINA RATHORE,Nice,5,6,3,2022,1,0,Nice
1925,Rafat khan,Call recording worst service,4,7,3,2022,1,0,Okok
1926,Naresh,Super Exllent Mobile,5,28,2,2022,1,0,Super Mobile
1927,Naveen,Camera @ OnePlus brand,4,12,3,2022,1,0,Nice product
1928,Narendra Rana,Nice products,5,28,2,2022,1,0,Nice phone
1929,sumit,Mobile hit,1,19,3,2022,1,0,No problem
1930,Madesh M,ONEPLUSE,4,5,3,2022,1,0,NICE PHONE
1931,MUSADIQ Hussain,Bestest,5,19,3,2022,1,0,Bestest 🐱
1932,Anangpal singh,Good work 👍😁👍,5,5,3,2022,1,0,Super 💞💞
1933,Subhodeep Saha,Good,4,27,2,2022,1,0,Awesome 👍
1934,AMIYA SWAIN,overall very good,5,19,3,2022,1,0,nice phone
1935,Chandrakant baghel,Good Phone in budget,5,8,3,2022,1,0,Good Phone
1936,S Raj kumar Dora,Nice,5,11,3,2022,1,0,Very nice
1937,Dwarapudi seshu,Very good,5,26,4,2022,1,0,Excellent
1938,Hrishikesh mestry,Aowsom mobile..as compare to price,5,1,3,2022,1,0,I like it
1939,lokesh yadav,All is well,4,6,3,2022,1,0,
1940,Abhinav Tripathi,Good quality phone 📱,5,13,3,2022,1,0,
1941,Naresh,Superb mobile....,4,7,3,2022,1,0,
1942,om ban,Value for money product,5,7,3,2022,1,0,
1943,Shivam kumar,Good phone value for money,5,15,3,2022,1,0,
1944,Pronay Goswami,Totally Satisfied,5,12,3,2022,1,0,
1945,yashwanth,It’s supercool 😎😎,5,9,3,2022,1,0,
1946,M.venkatesh,Supar,5,17,3,2022,1,0,
1947,Niyati Dhaduk,It is the best  smart phon in android i have ever seen🤩🤩🤩,5,1,3,2022,1,0,
1948,Omkar muthawat,Great mobilr,5,27,2,2022,1,0,
1949,Mustaqueem khalil,One of the best mobile in range.,5,17,3,2022,1,0,
1950,Patel Kiran Kumar bhikhabhai,Super,5,7,3,2022,1,0,
1951,SANJAY,Super,5,12,3,2022,1,0,Very good
1952,Vishal Mahajan,Improve battery life,5,6,3,2022,1,0,
1953,Rajnish kumar,Best one,5,4,3,2022,1,0,Best one
1954,Parvej,Awesome 👍 product,5,11,3,2022,1,0,Must buy
1955,hamza hussain quadri,Very good phone in this range,4,13,3,2022,1,0,Good one
1956,Prabhu,Superb,5,12,3,2022,1,0,Good one
1957,metro enterprises,Supar,4,16,3,2022,1,0,Nice pis
1958,Mathan Kumar G,Nice product,4,11,3,2022,1,0,Good one
1959,Tahir khan,Camera is very good,5,19,3,2022,1,0,Overall
1960,kanak vashistha,"This phone is best in the business very handy and and easy to carry ,overall good 👍",5,12,3,2022,1,0,Good 👍
1961,venkat ram,Normal,3,5,3,2022,1,0,Normal
1962,mahammadsab,Not 🚫,3,17,3,2022,1,0,Not 🚫
1963,Ved Parkash Meena,Thanks,5,12,3,2022,1,0,Superb
1964,Shivratan,Cemra is very bad,1,7,3,2022,1,0,Gatiya
1965,Bunny,Nice one,5,1,3,2022,1,0,Super
1966,Vivek,👍,5,14,3,2022,1,0,Good
1967,praveen srivastava,Good,5,19,3,2022,1,0,Good
1968,Gopal,Is mobile mein bahut acchi picture hai,5,11,3,2022,1,0,Good
1969,Ajesh George,Not bad,4,3,3,2022,1,0,Like
1970,Amazon Customer,Good,5,6,3,2022,1,0,Good
1971,Aman Kumar,"Camera quality good, fast charging light & look good",4,1,3,2022,1,0,Good
1972,vivek kumar,Nice phone,5,16,3,2022,1,0,Good
1973,Rohit kumar,Good,4,6,3,2022,1,0,Good
1974,Swajan Das,pH is hanging several times,3,18,3,2022,1,0,Hang
1975,Abhishek Kumar,Good product,5,18,3,2022,1,1,Good
1976,RISHAV KUMAR,Overall good Phone,4,13,3,2022,1,1,Good
1977,Prasad,Battery 🔋 backup low,3,5,3,2022,1,0,Goo
1978,indrojeet,Very Good,5,9,3,2022,1,0,No
1979,Saeed,Good,5,25,2,2022,1,0,Nice
1980,Saif Ahmad,Awesome,4,13,3,2022,1,0,Gd
1981,Nilesh Rathod,One of the best Phone.👍,5,28,2,2022,1,0,Na
1982,Kausar imam,Awesome 😎👍,5,19,3,2022,1,0,
1983,MRINAL DEB,Awesome phone for me ever❤️,5,8,3,2022,1,0,
1984,Manish yadav,No worry about charging💥,5,9,3,2022,1,0,
1985,Rajan patel,Nice pic,4,17,3,2022,1,1,
1986,Rahul Ghosh,Mobile is vary good but camera quality is vary bad in this price,4,15,3,2022,1,0,
1987,nayan wadatkar,Full performance is best. Perfect mobile in this price,5,27,2,2022,1,0,
1988,Aman Srivastava,Very good product but camera and screen to body ratio is average,4,12,3,2022,1,0,
1989,kunal,Very nice product,5,19,3,2022,1,0,
1990,Nagarjun Sugandhi,Superb performance totally...,5,11,3,2022,1,0,
1991,Bishnu prasad gaire,very nice prodact,5,26,4,2022,1,0,
1992,Nick,Love the phone,4,1,3,2022,1,0,
1993,Shrikant dhole,Nice one,5,15,3,2022,1,0,
1994,Balraj A,Wifi calling not working in this device,3,26,4,2022,1,0,
1995,Mehul malviya,Very Nice Phone.. looking Osm and Premium....,4,26,2,2022,1,0,
1996,Karan kumar,Super OnePlus,5,17,3,2022,1,0,
1997,Amit Singh,Very good Quality camera and super charging fone smooth 🙂,5,16,3,2022,1,0,
1998,Amazon,Best phone at 22.5k,4,9,3,2022,1,0,
1999,Rajan Singh,Awesome phone 💯👍,5,13,3,2022,1,0,
2000,Sudhanshu sharma,Loved it buy on first sale. 1+ loads of love keep improving as u always,5,17,3,2022,1,1,
2001,priyesh gautam,Mobile thik hai,5,14,3,2022,1,0,
2002,sugandh dixit,Ok,4,8,3,2022,1,0,
2003,Amazon Customer,Good,5,17,3,2022,1,0,
2004,Vinit,"Battery, Camera, overall",3,26,2,2022,0,4,"Battery doesn't go well throughout the day, you need to charge it twice for perfect usageThe camera is also not upto the mark comparing with other OnePlus models.Oppo has taken over this phone likely. Just the branding is OnePlus, the inside of the phone logically speaking is OppoMight wanna go for other options if you want the best. OnePlus lovers are excluded from my previous comment but keep in mind, it's just 5% OnePlus and not more.Goodluck"
